Incident ID,Incident Date,State,City Or County,Address,json,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,county,FIPS
2584191,"April 29, 2023",Florida,Tallahassee,808 W Tennessee St,"[{""place_id"":280555822,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119009,""lat"":""30.4380832"",""lon"":""-84.2809332"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6198538399966459,""addresstype"":""city"",""name"":""Tallahassee"",""display_name"":""Tallahassee, Leon County, Florida, United States"",""boundingbox"":[""30.3466959"",""30.5872436"",""-84.3780355"",""-84.1299504""]}]",Florida State University - Degraff Hall,0,1,0,0,1,Leon County,12073
2584547,"April 28, 2023",Colorado,Colorado Springs,2115 Afton Way,"[{""place_id"":306173015,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":113141,""lat"":""38.8339578"",""lon"":""-104.825348"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6307768148585937,""addresstype"":""city"",""name"":""Colorado Springs"",""display_name"":""Colorado Springs, El Paso County, Colorado, United States"",""boundingbox"":[""38.7154517"",""39.0351247"",""-104.9170862"",""-104.5999135""]},{""place_id"":304478338,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":33157978,""lat"":""38.7990272"",""lon"":""-104.7983254546707"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.18673534370946818,""addresstype"":""city"",""name"":""Colorado Springs"",""display_name"":""Colorado Springs, El Paso County, Colorado, United States"",""boundingbox"":[""38.7982950"",""38.8003380"",""-104.7997220"",""-104.7974891""]}]",Roy J Wasson Academic Campus,0,0,0,0,1,El Paso County,8041
2583557,"April 28, 2023",Tennessee,Knoxville,3300 Sutherland Ave,"[{""place_id"":316336236,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197353,""lat"":""35.9603948"",""lon"":""-83.9210261"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6195985286196152,""addresstype"":""city"",""name"":""Knoxville"",""display_name"":""Knoxville, Knox County, East Tennessee, Tennessee, United States"",""boundingbox"":[""35.8494970"",""36.0674280"",""-84.1616250"",""-83.6885430""]}]",West High School,0,1,0,0,1,Knox County,47093
2583495,"April 28, 2023",South Carolina,Swansea,450 Old Swamp Rd,"[{""place_id"":317979060,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":193993,""lat"":""33.7382088"",""lon"":""-81.0978734"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3507126235257464,""addresstype"":""town"",""name"":""Swansea"",""display_name"":""Swansea, Lexington County, South Carolina, United States"",""boundingbox"":[""33.6953250"",""33.7991650"",""-81.1321240"",""-81.0892300""]}]",Sandy Run K8 School,0,0,0,0,0,Lexington County,45063
2587436,"April 28, 2023",Texas,Houston,8501 Howard Dr,"[{""place_id"":281727225,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2688911,""lat"":""29.7589382"",""lon"":""-95.3676974"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7273179768405511,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Harris County, Texas, United States"",""boundingbox"":[""29.5370705"",""30.1103506"",""-95.9097419"",""-95.0120525""]},{""place_id"":279122587,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1840945,""lat"":""31.3378465"",""lon"":""-95.390805"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.58566105908742,""addresstype"":""county"",""name"":""Houston County"",""display_name"":""Houston County, Texas, United States"",""boundingbox"":[""30.9260843"",""31.5928051"",""-95.7758904"",""-94.9580014""]},{""place_id"":312693847,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":140698,""lat"":""37.3261588"",""lon"":""-91.955988"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.45741428069973794,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Texas County, Missouri, 65483, United States"",""boundingbox"":[""37.2945110"",""37.3437600"",""-91.9794380"",""-91.9309400""]}]",Cesar Chavez High School,0,0,0,0,2,Houston County,48225
2584202,"April 28, 2023",Texas,Houston,6602 Winfield Rd,"[{""place_id"":281727225,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2688911,""lat"":""29.7589382"",""lon"":""-95.3676974"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7273179768405511,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Harris County, Texas, United States"",""boundingbox"":[""29.5370705"",""30.1103506"",""-95.9097419"",""-95.0120525""]},{""place_id"":279122587,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1840945,""lat"":""31.3378465"",""lon"":""-95.390805"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.58566105908742,""addresstype"":""county"",""name"":""Houston County"",""display_name"":""Houston County, Texas, United States"",""boundingbox"":[""30.9260843"",""31.5928051"",""-95.7758904"",""-94.9580014""]},{""place_id"":312693847,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":140698,""lat"":""37.3261588"",""lon"":""-91.955988"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.45741428069973794,""addresstype"":""city"",""name"":""Houston"",""display_name"":""Houston, Texas County, Missouri, 65483, United States"",""boundingbox"":[""37.2945110"",""37.3437600"",""-91.9794380"",""-91.9309400""]}]",YES Prep North Forest Secondary School,0,0,0,0,1,Houston County,48225
2583940,"April 28, 2023",Kentucky,Louisville,4615 Taylor Blvd,"[{""place_id"":312282602,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1804307,""lat"":""38.2542376"",""lon"":""-85.759407"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6656164207590503,""addresstype"":""city"",""name"":""Louisville"",""display_name"":""Louisville, Jefferson County, Kentucky, United States"",""boundingbox"":[""37.9971000"",""38.3801391"",""-85.9470644"",""-85.4051000""]}]",Iroquois High School,0,0,0,0,1,Jefferson County,21111
2582779,"April 27, 2023",Virginia,Richmond,4314 Crutchfield St,"[{""place_id"":319783349,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":3864712,""lat"":""37.5385087"",""lon"":""-77.43428"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.6679301242919569,""addresstype"":""city"",""name"":""Richmond"",""display_name"":""Richmond, Virginia, United States"",""boundingbox"":[""37.4467305"",""37.6028099"",""-77.6011728"",""-77.3853030""]},{""place_id"":318641339,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2534202,""lat"":""37.9476108"",""lon"":""-76.7161921"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5371029060445195,""addresstype"":""county"",""name"":""Richmond County"",""display_name"":""Richmond County, Virginia, United States"",""boundingbox"":[""37.7783860"",""38.1244440"",""-76.9379891"",""-76.5078110""]}]",George Wythe High School,0,2,0,0,1,Richmond County,51159
2585794,"April 27, 2023",Wisconsin,Milwaukee,3300 S 39th St,"[{""place_id"":343415799,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":251075,""lat"":""43.0386475"",""lon"":""-87.9090751"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6669846402770888,""addresstype"":""city"",""name"":""Milwaukee"",""display_name"":""Milwaukee, Milwaukee County, Wisconsin, United States"",""boundingbox"":[""42.9208160"",""43.1949437"",""-88.0710611"",""-87.8627124""]}]",Audubon Tech Middle/High School,0,0,0,0,1,Milwaukee County,55079
2610971,"April 27, 2023",New York,Lake Katrine,65 Fording Place Rd,"[{""place_id"":330750717,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":176327,""lat"":""41.9856476"",""lon"":""-73.9881934"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3961122907443117,""addresstype"":""locality"",""name"":""Lake Katrine"",""display_name"":""Lake Katrine, Town of Ulster, Ulster County, New York, United States"",""boundingbox"":[""41.9740350"",""42.0036060"",""-74.0082280"",""-73.9708680""]},{""place_id"":328720836,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":166906617,""lat"":""41.9928924"",""lon"":""-73.97782300754989"",""class"":""natural"",""type"":""water"",""place_rank"":22,""importance"":0.10670982452124816,""addresstype"":""water"",""name"":""Lake Katrine"",""display_name"":""Lake Katrine, Town of Ulster, Ulster County, New York, United States"",""boundingbox"":[""41.9901265"",""41.9960595"",""-73.9796380"",""-73.9758344""]}]",M. Clifford Miller Middle School,0,0,0,0,1,Ulster County,36111
2583241,"April 27, 2023",North Carolina,Reidsville,1903 S Park Dr,"[{""place_id"":320804015,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179995,""lat"":""36.3548586"",""lon"":""-79.6644748"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5086860878406563,""addresstype"":""town"",""name"":""Reidsville"",""display_name"":""Reidsville, Rockingham County, North Carolina, United States"",""boundingbox"":[""36.2772320"",""36.3967061"",""-79.7374310"",""-79.6161004""]}]",Reidsville Middle School,0,0,0,0,0,Rockingham County,37157
2582770,"April 27, 2023",Connecticut,Waterbury,300 Pierpont Rd,"[{""place_id"":330211957,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":6584604,""lat"":""41.5538091"",""lon"":""-73.0438362"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5507447486531583,""addresstype"":""city"",""name"":""Waterbury"",""display_name"":""Waterbury, Naugatuck Valley Planning Region, Connecticut, United States"",""boundingbox"":[""41.5142200"",""41.6151970"",""-73.0938539"",""-72.9567890""]}]",Crosby High School,0,0,0,0,1,Connecticut,9000
2583850,"April 26, 2023",Missouri,Blue Springs,1200 SE Adams Dairy Pkwy,"[{""place_id"":309518389,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":141592,""lat"":""39.017316"",""lon"":""-94.282265"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5222192358113531,""addresstype"":""city"",""name"":""Blue Springs"",""display_name"":""Blue Springs, Jackson County, Missouri, United States"",""boundingbox"":[""38.9381782"",""39.0662430"",""-94.3371060"",""-94.2211980""]}]",Blue Springs South High School,0,0,0,0,1,Jackson County,29095
2582305,"April 26, 2023",Kentucky,Louisville,4901 Exeter Ave,"[{""place_id"":312282602,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1804307,""lat"":""38.2542376"",""lon"":""-85.759407"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6656164207590503,""addresstype"":""city"",""name"":""Louisville"",""display_name"":""Louisville, Jefferson County, Kentucky, United States"",""boundingbox"":[""37.9971000"",""38.3801391"",""-85.9470644"",""-85.4051000""]}]",Newburg Middle School,0,0,0,0,1,Jefferson County,21111
2584297,"April 26, 2023",Pennsylvania,Scranton,3427 N Main Ave,"[{""place_id"":330077648,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":187541,""lat"":""41.4086874"",""lon"":""-75.6621294"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5879251807856612,""addresstype"":""city"",""name"":""Scranton"",""display_name"":""Scranton, Lackawanna County, Pennsylvania, United States"",""boundingbox"":[""41.3396271"",""41.4693345"",""-75.7200169"",""-75.6038714""]}]",Johnson College of Technology,0,0,0,0,1,Lackawanna County,42069
2584232,"April 26, 2023",Pennsylvania,Reading,801 N 13th St,"[{""place_id"":330546257,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188481,""lat"":""40.335345"",""lon"":""-75.9279495"",""class"":""place"",""type"":""city"",""place_rank"":16,""importance"":0.583912999757314,""addresstype"":""city"",""name"":""Reading"",""display_name"":""Reading, Berks County, Pennsylvania, United States"",""boundingbox"":[""40.2965020"",""40.3712510"",""-75.9606857"",""-75.8905120""]}]",Reading Senior High School,0,0,0,0,1,Berks County,42011
2593278,"April 26, 2023",California,Martinez,4955 Alhambra Valley Rd,"[{""place_id"":296468425,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":112189,""lat"":""38.0138934"",""lon"":""-122.1338674"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5140490078978913,""addresstype"":""city"",""name"":""Martinez"",""display_name"":""Martinez, Contra Costa County, California, United States"",""boundingbox"":[""37.9535573"",""38.0473872"",""-122.1571681"",""-122.0751732""]}]",John Swett Elementary School,0,0,0,0,1,Contra Costa County,6013
2582814,"April 26, 2023",Florida,Panama City,924 Bay Ave,"[{""place_id"":280692672,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":118841,""lat"":""30.1586518"",""lon"":""-85.6602936"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5232897478295647,""addresstype"":""city"",""name"":""Panama City"",""display_name"":""Panama City, Bay County, Florida, United States"",""boundingbox"":[""30.1340692"",""30.2776031"",""-85.7373396"",""-85.4606971""]}]",Rosenwald High School,0,0,0,0,1,Bay County,12005
2582694,"April 26, 2023",Arkansas,Maumelle,100 Victory Ln,"[{""place_id"":310071024,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":8542773,""lat"":""34.856613"",""lon"":""-92.4056858"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4162071985414224,""addresstype"":""city"",""name"":""Maumelle"",""display_name"":""Maumelle, Pulaski County, Arkansas, 72113, United States"",""boundingbox"":[""34.8157143"",""34.8868992"",""-92.4428061"",""-92.3476135""]}]",Maumelle High School,0,0,0,0,1,Pulaski County,5119
2587592,"April 26, 2023",Nevada,Las Vegas,1139 N Linn Ln,"[{""place_id"":297513290,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170117,""lat"":""36.1672559"",""lon"":""-115.148516"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7126172021753994,""addresstype"":""city"",""name"":""Las Vegas"",""display_name"":""Las Vegas, Clark County, Nevada, United States"",""boundingbox"":[""36.1295540"",""36.3808406"",""-115.4242845"",""-115.0620660""]},{""place_id"":297192372,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170132,""lat"":""36.0405373"",""lon"":""-115.1899298"",""class"":""place"",""type"":""neighbourhood"",""place_rank"":20,""importance"":0.47860659855278403,""addresstype"":""town"",""name"":""Enterprise"",""display_name"":""Enterprise, Clark County, Nevada, United States"",""boundingbox"":[""35.9289615"",""36.0768920"",""-115.3451140"",""-115.1543963""]}]",Eldorado High School,0,0,0,0,1,Clark County,32003
2583230,"April 26, 2023",New Mexico,Santa Fe,13 San Marcos Loop,"[{""place_id"":306733106,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":171264,""lat"":""35.6876096"",""lon"":""-105.938456"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6123268393093013,""addresstype"":""city"",""name"":""Santa Fe"",""display_name"":""Santa Fe, Santa Fe County, New Mexico, United States"",""boundingbox"":[""35.5880434"",""35.7546236"",""-106.1121583"",""-105.8941768""]},{""place_id"":305631981,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1344186,""lat"":""35.4859674"",""lon"":""-106.01355"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5110159454137647,""addresstype"":""county"",""name"":""Santa Fe County"",""display_name"":""Santa Fe County, New Mexico, United States"",""boundingbox"":[""35.0405637"",""36.0022689"",""-106.2492190"",""-105.7145561""]}]",Turquoise Trail Charter School,0,0,0,0,0,Santa Fe County,35049
2582409,"April 26, 2023",Wisconsin,Madison,201 S Gammon Rd,"[{""place_id"":344892165,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":3352040,""lat"":""43.074761"",""lon"":""-89.3837613"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6420355041837517,""addresstype"":""city"",""name"":""Madison"",""display_name"":""Madison, Dane County, Wisconsin, United States"",""boundingbox"":[""42.9981494"",""43.1719160"",""-89.5716610"",""-89.2320848""]}]",Vel Philips Memorial High School,0,0,0,0,1,Dane County,55025
2582294,"April 25, 2023",New York,Buffalo,756 St Lawrence Ave,"[{""place_id"":322686948,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":175031,""lat"":""42.8867166"",""lon"":""-78.8783922"",""class"":""boundary"",""type"":""administrative"",""place_rank"":14,""importance"":0.6703810731120278,""addresstype"":""city"",""name"":""Buffalo"",""display_name"":""Buffalo, Erie County, New York, United States"",""boundingbox"":[""42.8260060"",""42.9664490"",""-78.9223535"",""-78.7951210""]}]",Academy School #131,0,0,0,0,1,Erie County,36029
2581021,"April 25, 2023",Tennessee,Nashville,1200 2nd Ave S,"[{""place_id"":311710395,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197472,""lat"":""36.1622767"",""lon"":""-86.7742984"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6981518794568238,""addresstype"":""city"",""name"":""Nashville-Davidson"",""display_name"":""Nashville-Davidson, Davidson County, Middle Tennessee, Tennessee, United States"",""boundingbox"":[""35.9677850"",""36.4054960"",""-87.0547660"",""-86.5155880""]}]",Johnson Alternative Learning Center,0,0,0,0,1,Davidson County,47037
2587844,"April 25, 2023",Virginia,Marion,134 Wilden St,"[{""place_id"":313210987,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":206866,""lat"":""36.8331284"",""lon"":""-81.519515"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.450518028461878,""addresstype"":""town"",""name"":""Marion"",""display_name"":""Marion, Smyth County, Virginia, 24354, United States"",""boundingbox"":[""36.8127322"",""36.8589034"",""-81.5555292"",""-81.4845222""]}]",Marion Middle School,0,0,0,0,1,Smyth County,51173
2581302,"April 25, 2023",Florida,Fort Lauderdale (Lauderdale Lakes),3925 FL-7,"[{""place_id"":282678955,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":358737225,""lat"":""25.9676502"",""lon"":""-80.209252"",""class"":""man_made"",""type"":""tower"",""place_rank"":30,""importance"":6.11528191042499e-05,""addresstype"":""man_made"",""name"":""WHQT-FM (Coral Gables);WPOW-FM (Miami);WMXJ-FM (Pompano Beach);WSHE-FM (Fort Lauderdale);WFLC-FM (Miami);WHYI-FM (Fort Lauderdale)"",""display_name"":""WHQT-FM (Coral Gables);WPOW-FM (Miami);WMXJ-FM (Pompano Beach);WSHE-FM (Fort Lauderdale);WFLC-FM (Miami);WHYI-FM (Fort Lauderdale), Northwest 210th Street, Andover, Miami Gardens, Miami-Dade County, Florida, 33169, United States"",""boundingbox"":[""25.9676002"",""25.9677002"",""-80.2093020"",""-80.2092020""]}]",Park Lakes Elementary School,0,0,0,0,1,Miami-Dade County,12086
2580940,"April 25, 2023",Colorado,Boulder,3300 Baseline Rd,"[{""place_id"":303842373,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":112298,""lat"":""40.0149856"",""lon"":""-105.270545"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.610695038739394,""addresstype"":""city"",""name"":""Boulder"",""display_name"":""Boulder, Boulder County, Colorado, United States"",""boundingbox"":[""39.9569362"",""40.0944658"",""-105.3014509"",""-105.1780988""]},{""place_id"":303031806,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1411337,""lat"":""40.102555"",""lon"":""-105.3632079"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5459556757386225,""addresstype"":""county"",""name"":""Boulder County"",""display_name"":""Boulder County, Colorado, United States"",""boundingbox"":[""39.9128860"",""40.2629700"",""-105.6943620"",""-105.0527970""]}]",CU Boulder Williams Village,0,0,0,0,0,Boulder County,8013
2581809,"April 25, 2023",Georgia,Lilburn,130 Killian Hill Rd SW,"[{""place_id"":317312301,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119594,""lat"":""33.8901036"",""lon"":""-84.1429719"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4462642670485918,""addresstype"":""town"",""name"":""Lilburn"",""display_name"":""Lilburn, Gwinnett County, Georgia, United States"",""boundingbox"":[""33.8650470"",""33.9090420"",""-84.1677140"",""-84.1088130""]}]",Trickum Middle School,0,0,0,0,0,Gwinnett County,13135
2581770,"April 25, 2023",North Carolina,Wilmington,555 Halyburton Memorial Pkwy,"[{""place_id"":318371525,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179032,""lat"":""34.2257282"",""lon"":""-77.9447107"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5924398226722164,""addresstype"":""city"",""name"":""Wilmington"",""display_name"":""Wilmington, New Hanover County, North Carolina, United States"",""boundingbox"":[""34.1472460"",""34.2670260"",""-77.9569950"",""-77.7868490""]}]",Eugene Ashley High School,0,0,0,0,1,New Hanover County,37129
2581218,"April 24, 2023",Virginia,Oak Hall,8210 Lankford Hwy,"[{""place_id"":318774646,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":11918998817,""lat"":""37.9269674"",""lon"":""-75.5487794"",""class"":""place"",""type"":""village"",""place_rank"":19,""importance"":0.35478715739707195,""addresstype"":""village"",""name"":""Oak Hall"",""display_name"":""Oak Hall, Accomack County, Virginia, 23416, United States"",""boundingbox"":[""37.9069674"",""37.9469674"",""-75.5687794"",""-75.5287794""]}]",Arcadia High School,0,0,0,0,1,Accomack County,51001
2582141,"April 24, 2023",Illinois,Belleville,1801 Central School Rd,"[{""place_id"":312598356,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":125728,""lat"":""38.5135805"",""lon"":""-89.9841627"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5598667480590512,""addresstype"":""town"",""name"":""Belleville"",""display_name"":""Belleville, Saint Clair County, Illinois, United States"",""boundingbox"":[""38.4466060"",""38.5908150"",""-90.0868740"",""-89.9051700""]}]",Central Junior High School,0,0,0,0,1,St. Clair County,17163
2580280,"April 24, 2023",Illinois,Dixon,315 Lincoln Statue Dr,"[{""place_id"":344114385,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":127082,""lat"":""41.8425197"",""lon"":""-89.4814291"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5165398622940236,""addresstype"":""city"",""name"":""Dixon"",""display_name"":""Dixon, Dixon Township, Lee County, Illinois, 61021, United States"",""boundingbox"":[""41.8015240"",""41.8857110"",""-89.5155830"",""-89.4389330""]}]",Dixon High School,0,0,0,0,1,Lee County,17103
2581967,"April 24, 2023",Indiana,Greentown,421 S Harrison St,"[{""place_id"":343057966,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":127488,""lat"":""40.478094"",""lon"":""-85.9666534"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.38410387757866216,""addresstype"":""town"",""name"":""Greentown"",""display_name"":""Greentown, Howard County, Indiana, United States"",""boundingbox"":[""40.4507710"",""40.4880830"",""-85.9786030"",""-85.9475570""]}]",Eastern High School,0,0,0,0,1,Howard County,18067
2581131,"April 24, 2023",Indiana,Muncie,801 N Walnut St,"[{""place_id"":341517987,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":127384,""lat"":""40.1936892"",""lon"":""-85.3865271"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5526091684027541,""addresstype"":""city"",""name"":""Muncie"",""display_name"":""Muncie, Delaware County, Indiana, United States"",""boundingbox"":[""40.1491030"",""40.2406970"",""-85.4544490"",""-85.3206730""]}]",Central High School,0,0,0,0,0,Delaware County,18035
