Incident ID,Incident Date,State,City Or County,json,county,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,FIPS
453317,2015-11-22T00:00:00Z,Texas,Brownsville,"[{""place_id"":303367368,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":115275,""lat"":""25.9024289"",""lon"":""-97.4981698"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5931232576642448,""addresstype"":""city"",""name"":""Brownsville"",""display_name"":""Brownsville, Cameron County, Texas, United States"",""boundingbox"":[""25.8401900"",""26.2175148"",""-97.6445529"",""-97.2736409""]}]",Cameron County,1800 block of FM 802,0,4,0,0,1,48061
451057,2015-11-21T00:00:00Z,Maryland,Baltimore,"[{""place_id"":398395451,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":133345,""lat"":""39.2908816"",""lon"":""-76.610759"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7065126700098143,""addresstype"":""city"",""name"":""Baltimore"",""display_name"":""Baltimore, Maryland, United States"",""boundingbox"":[""39.1972328"",""39.3719992"",""-76.7112977"",""-76.5296757""]}]",Baltimore County,Stricker and School,1,3,0,0,0,24005
450505,2015-11-20T00:00:00Z,Pennsylvania,Pittsburgh,"[{""place_id"":6118696,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188553,""lat"":""40.4416941"",""lon"":""-79.9900861"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7093806288152192,""addresstype"":""city"",""name"":""Pittsburgh"",""display_name"":""Pittsburgh, Allegheny County, Pennsylvania, United States"",""boundingbox"":[""40.3615200"",""40.5012021"",""-80.0955170"",""-79.8657280""]}]",Allegheny County,Prospect Drive,1,3,0,0,0,42003
449814,2015-11-18T00:00:00Z,California,Fresno,"[{""place_id"":389744067,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":112443,""lat"":""36.7394421"",""lon"":""-119.78483"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6381647278631015,""addresstype"":""city"",""name"":""Fresno"",""display_name"":""Fresno, Fresno County, California, United States"",""boundingbox"":[""36.6621620"",""36.9089050"",""-119.9343970"",""-119.6549970""]}]",Fresno County,California Avenue and Martin Luther King Jr. Boulevard,0,5,0,0,0,6019
448653,2015-11-16T00:00:00Z,Alabama,Cedar Bluff,"[{""place_id"":327493047,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110118,""lat"":""34.2200942"",""lon"":""-85.6077402"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.27453211150644174,""addresstype"":""village"",""name"":""Cedar Bluff"",""display_name"":""Cedar Bluff, Cherokee County, Alabama, 35959, United States"",""boundingbox"":[""34.1886011"",""34.2557922"",""-85.6428329"",""-85.5403442""]}]",Cherokee County,1460 County Rd 664,3,1,0,0,1,1019
448419,2015-11-15T00:00:00Z,Texas,Tennessee Colony,"[{""place_id"":294486626,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":151682945,""lat"":""31.8354447"",""lon"":""-95.8388504"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.26443130976830337,""addresstype"":""hamlet"",""name"":""Tennessee Colony"",""display_name"":""Tennessee Colony, Anderson County, Texas, 75861, United States"",""boundingbox"":[""31.8154447"",""31.8554447"",""-95.8588504"",""-95.8188504""]}]",Anderson County,800 block of An County Rd 2217,5,0,0,0,1,48001
448286,2015-11-15T00:00:00Z,Pennsylvania,Philadelphia,"[{""place_id"":14222125,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",Philadelphia County,5600 block of Blakemore St,0,4,0,0,0,42101
447462,2015-11-14T00:00:00Z,Pennsylvania,Johnstown,"[{""place_id"":6243465,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188655,""lat"":""40.3267407"",""lon"":""-78.9219698"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5199566145065322,""addresstype"":""city"",""name"":""Johnstown"",""display_name"":""Johnstown, Cambria County, Pennsylvania, United States"",""boundingbox"":[""40.2898210"",""40.3641530"",""-78.9552310"",""-78.8823290""]}]",Cambria County,1159 Main St,0,4,0,0,0,42021
446996,2015-11-13T00:00:00Z,Florida,Jacksonville,"[{""place_id"":292293232,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119008,""lat"":""30.3321838"",""lon"":""-81.655651"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6552205349164156,""addresstype"":""city"",""name"":""Jacksonville"",""display_name"":""Jacksonville, Duval County, Florida, United States"",""boundingbox"":[""30.1037480"",""30.5862095"",""-82.0493895"",""-81.3167120""]}]",Duval County,1300 block of South Shirley Oaks Drive,3,1,1,0,0,12031
444458,2015-11-09T00:00:00Z,Indiana,Indianapolis,"[{""place_id"":323935137,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1812962,""lat"":""39.7683331"",""lon"":""-86.1583502"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6876892656703354,""addresstype"":""city"",""name"":""Indianapolis"",""display_name"":""Indianapolis, Marion County, Indiana, United States"",""boundingbox"":[""39.6321626"",""39.9275253"",""-86.3281207"",""-85.9380401""]}]",Marion County,400 block of North Beville Ave,2,2,0,0,3,18097
443821,2015-11-08T00:00:00Z,Iowa,Des Moines,"[{""place_id"":28272710,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":128653,""lat"":""41.5868654"",""lon"":""-93.6249494"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6316711182879696,""addresstype"":""city"",""name"":""Des Moines"",""display_name"":""Des Moines, Polk County, Iowa, United States"",""boundingbox"":[""41.4796389"",""41.6589106"",""-93.7091411"",""-93.4936911""]}]",Des Moines County,4397 NW 6th Drive,1,3,0,0,1,19057
444168,2015-11-08T00:00:00Z,Michigan,Warren,"[{""place_id"":24259139,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":135048,""lat"":""42.4932575"",""lon"":""-83.0062746"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.532752395712035,""addresstype"":""city"",""name"":""Warren"",""display_name"":""Warren, Macomb County, Michigan, United States"",""boundingbox"":[""42.4471795"",""42.5384008"",""-83.0868820"",""-82.9671450""]}]",Macomb County,13859 8 Mile Road,0,4,0,0,0,26099
443652,2015-11-07T00:00:00Z,Colorado,Denver,"[{""place_id"":318945329,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1411339,""lat"":""39.7392364"",""lon"":""-104.984862"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.6926691729816085,""addresstype"":""city"",""name"":""Denver"",""display_name"":""Denver, Colorado, United States"",""boundingbox"":[""39.6143008"",""39.9142087"",""-105.1098845"",""-104.5996997""]}]",Denver County,Bayaud and Bannock,1,3,0,0,1,8031
444406,2015-11-06T00:00:00Z,California,Bakersfield,"[{""place_id"":309673981,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":113006,""lat"":""35.3738712"",""lon"":""-119.019463"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6199401573518881,""addresstype"":""city"",""name"":""Bakersfield"",""display_name"":""Bakersfield, Kern County, California, United States"",""boundingbox"":[""35.1939790"",""35.4473018"",""-119.2650330"",""-118.7723410""]}]",Kern County,1000 block of Feliz Drive,0,4,0,0,0,6029
441681,2015-11-03T00:00:00Z,Florida,Jacksonville,"[{""place_id"":292293232,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119008,""lat"":""30.3321838"",""lon"":""-81.655651"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6552205349164156,""addresstype"":""city"",""name"":""Jacksonville"",""display_name"":""Jacksonville, Duval County, Florida, United States"",""boundingbox"":[""30.1037480"",""30.5862095"",""-82.0493895"",""-81.3167120""]}]",Duval County,Ella Street and Kings Road,2,3,0,0,0,12031
438651,2015-10-28T00:00:00Z,Louisiana,Houma,"[{""place_id"":295524932,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131586,""lat"":""29.5957696"",""lon"":""-90.7195348"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.47141018536916235,""addresstype"":""town"",""name"":""Houma"",""display_name"":""Houma, Terrebonne Parish, Louisiana, United States"",""boundingbox"":[""29.5449250"",""29.6114193"",""-90.7670332"",""-90.6358760""]}]",Terrebonne Parish,400 block of Morgan Street,1,3,0,0,2,22109
437836,2015-10-27T00:00:00Z,Texas,Fort Worth,"[{""place_id"":401552655,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":115274,""lat"":""32.753177"",""lon"":""-97.3327459"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6571698841884059,""addresstype"":""city"",""name"":""Fort Worth"",""display_name"":""Fort Worth, Tarrant County, Texas, United States"",""boundingbox"":[""32.5515840"",""33.0495290"",""-97.5923880"",""-97.0335808""]}]",Tarrant County,1700 block of Southcrest Drive,0,5,0,0,0,48439
436234,2015-10-25T00:00:00Z,Arizona,Phoenix,"[{""place_id"":308635258,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":111257,""lat"":""33.4484367"",""lon"":""-112.074141"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6804675448100823,""addresstype"":""city"",""name"":""Phoenix"",""display_name"":""Phoenix, Maricopa County, Arizona, United States"",""boundingbox"":[""33.2903739"",""33.9183794"",""-112.3240289"",""-111.9255304""]}]",Maricopa County,Seventh Street and Broadway,1,4,0,0,0,4013
436240,2015-10-25T00:00:00Z,District of Columbia,Washington,"[{""place_id"":4278528,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":5396194,""lat"":""38.8950368"",""lon"":""-77.0365427"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.8030666834340177,""addresstype"":""city"",""name"":""Washington"",""display_name"":""Washington, District of Columbia, United States"",""boundingbox"":[""38.7916303"",""38.9959680"",""-77.1197949"",""-76.9093660""]}]",District of Columbia,4300 block of Wheeler Road SE,0,5,0,0,0,11000
436202,2015-10-25T00:00:00Z,North Carolina,Four Oaks,"[{""place_id"":1342887,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179025,""lat"":""35.4455571"",""lon"":""-78.4294653"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.2759490106750474,""addresstype"":""town"",""name"":""Four Oaks"",""display_name"":""Four Oaks, Johnston County, North Carolina, United States"",""boundingbox"":[""35.4360990"",""35.4681460"",""-78.4414290"",""-78.3824690""]}]",Johnston County,2339 Stricklands Crossroads Road,0,5,0,0,0,37101
436219,2015-10-24T00:00:00Z,South Carolina,Bamberg,"[{""place_id"":645182,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1856997,""lat"":""33.2130154"",""lon"":""-81.0166235"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.49306700633523093,""addresstype"":""county"",""name"":""Bamberg County"",""display_name"":""Bamberg County, South Carolina, United States"",""boundingbox"":[""33.0266300"",""33.4400000"",""-81.2278050"",""-80.7979120""]}]",Bamberg County,682 Dixie Ave.,0,4,0,0,0,45009
435144,2015-10-22T00:00:00Z,Tennessee,Nashville,"[{""place_id"":325225123,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197472,""lat"":""36.1622767"",""lon"":""-86.7742984"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6981518794568238,""addresstype"":""city"",""name"":""Nashville-Davidson"",""display_name"":""Nashville-Davidson, Davidson County, Middle Tennessee, Tennessee, United States"",""boundingbox"":[""35.9677850"",""36.4054960"",""-87.0547660"",""-86.5155880""]}]",Davidson County,3500 John A. Merritt Blvd,1,3,0,0,2,47037
433146,2015-10-19T00:00:00Z,Illinois,Calumet City,"[{""place_id"":26043794,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":126338,""lat"":""41.616016"",""lon"":""-87.5295837"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.530977972175743,""addresstype"":""town"",""name"":""Calumet City"",""display_name"":""Calumet City, Thornton Township, Cook County, Illinois, 60409, United States"",""boundingbox"":[""41.5813891"",""41.6447335"",""-87.5791010"",""-87.5250716""]}]",Cook County,300 Campbell Avenue,0,6,0,0,0,17031
432711,2015-10-18T00:00:00Z,Louisiana,New Orleans,"[{""place_id"":294029191,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131885,""lat"":""29.9759983"",""lon"":""-90.0782127"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7147006329338063,""addresstype"":""city"",""name"":""New Orleans"",""display_name"":""New Orleans, Orleans Parish, Louisiana, United States"",""boundingbox"":[""29.8654809"",""30.1994687"",""-90.1399307"",""-89.6251763""]}]",Orleans Parish,2600 block of Caffin Avenue,0,4,0,0,0,22071
432466,2015-10-17T00:00:00Z,Florida,Fort Myers,"[{""place_id"":294983991,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":118879,""lat"":""26.640628"",""lon"":""-81.8723084"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5105160446141789,""addresstype"":""city"",""name"":""Fort Myers"",""display_name"":""Fort Myers, Lee County, Florida, United States"",""boundingbox"":[""26.5476424"",""26.6891760"",""-81.9126085"",""-81.7511414""]}]",Lee County,2224 First St,1,4,0,0,1,12071
432072,2015-10-17T00:00:00Z,Indiana,Elkhart,"[{""place_id"":25422705,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1802080,""lat"":""41.6012796"",""lon"":""-85.8590603"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5025636933811352,""addresstype"":""county"",""name"":""Elkhart County"",""display_name"":""Elkhart County, Indiana, United States"",""boundingbox"":[""41.4353930"",""41.7605156"",""-86.0625750"",""-85.6535264""]}]",Elkhart County,160 Easy Shopping Pl,0,4,0,0,0,18039
429410,2015-10-12T00:00:00Z,Georgia,Decatur,"[{""place_id"":292264264,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1073782,""lat"":""30.8736613"",""lon"":""-84.5740953"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5220197613503332,""addresstype"":""county"",""name"":""Decatur County"",""display_name"":""Decatur County, Georgia, United States"",""boundingbox"":[""30.6901003"",""31.0795374"",""-84.8713856"",""-84.3757780""]}]",Decatur County,4731 Glenwood Road,0,4,0,0,0,13087
428215,2015-10-10T00:00:00Z,Tennessee,Memphis,"[{""place_id"":320583467,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197239,""lat"":""35.1460249"",""lon"":""-90.0517638"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6731669167759847,""addresstype"":""city"",""name"":""Memphis"",""display_name"":""Memphis, Shelby County, West Tennessee, Tennessee, United States"",""boundingbox"":[""34.9941528"",""35.2638790"",""-90.3083660"",""-89.6370890""]}]",Shelby County,6135 Mount Moriah Road,0,6,0,0,0,47157
428247,2015-10-10T00:00:00Z,North Carolina,Charlotte,"[{""place_id"":327588001,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":177415,""lat"":""35.2272086"",""lon"":""-80.8430827"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6608110637468726,""addresstype"":""city"",""name"":""Charlotte"",""display_name"":""Charlotte, Mecklenburg County, North Carolina, United States"",""boundingbox"":[""35.0105195"",""35.4002508"",""-81.0096282"",""-80.6348755""]}]",Mecklenburg County,1900 block of West Boulevard,0,4,0,0,0,37119
429614,2015-10-10T00:00:00Z,Illinois,Peoria,"[{""place_id"":27995526,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":126009,""lat"":""40.6938609"",""lon"":""-89.5891008"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5598886559156514,""addresstype"":""city"",""name"":""Peoria"",""display_name"":""Peoria, Peoria County, Illinois, United States"",""boundingbox"":[""40.6519380"",""40.8441245"",""-89.6988676"",""-89.5464940""]}]",Peoria County,2405 N Flora,1,3,0,0,6,17143
427621,2015-10-09T00:00:00Z,Arizona,Flagstaff,"[{""place_id"":318678570,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":2131573925,""lat"":""35.1987522"",""lon"":""-111.651822"",""class"":""place"",""type"":""city"",""place_rank"":16,""importance"":0.5883700280245909,""addresstype"":""city"",""name"":""Flagstaff"",""display_name"":""Flagstaff, Coconino County, Arizona, 86001, United States"",""boundingbox"":[""35.0387522"",""35.3587522"",""-111.8118220"",""-111.4918220""]}]",Coconino County,216 E Mountain View Dr,1,3,0,0,1,4005
426256,2015-10-06T00:00:00Z,Maryland,Baltimore,"[{""place_id"":398395451,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":133345,""lat"":""39.2908816"",""lon"":""-76.610759"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7065126700098143,""addresstype"":""city"",""name"":""Baltimore"",""display_name"":""Baltimore, Maryland, United States"",""boundingbox"":[""39.1972328"",""39.3719992"",""-76.7112977"",""-76.5296757""]}]",Baltimore County,300 block of North Payson Street,0,5,0,0,0,24005
424224,2015-10-02T00:00:00Z,Maryland,Baltimore,"[{""place_id"":398395451,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":133345,""lat"":""39.2908816"",""lon"":""-76.610759"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7065126700098143,""addresstype"":""city"",""name"":""Baltimore"",""display_name"":""Baltimore, Maryland, United States"",""boundingbox"":[""39.1972328"",""39.3719992"",""-76.7112977"",""-76.5296757""]}]",Baltimore County,5400 Reisterstown Road,1,4,0,0,0,24005
423223,2015-10-01T00:00:00Z,Oregon,Roseburg,"[{""place_id"":312486726,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":186345,""lat"":""43.216505"",""lon"":""-123.3417381"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.47173248531595413,""addresstype"":""town"",""name"":""Roseburg"",""display_name"":""Roseburg, Douglas County, Oregon, 97470, United States"",""boundingbox"":[""43.1905206"",""43.2815192"",""-123.4019774"",""-123.2702088""]}]",Douglas County,1140 Umpqua College Rd,9,9,1,0,0,41019
422064,2015-09-28T00:00:00Z,Illinois,Chicago,"[{""place_id"":401149033,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",Cook County,300 block of West 42nd Street,3,2,0,0,3,17031
422035,2015-09-28T00:00:00Z,Illinois,Chicago,"[{""place_id"":401149033,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",Cook County,5300 block of South Aberdeen Street,2,3,0,0,0,17031
422020,2015-09-28T00:00:00Z,Ohio,Dayton,"[{""place_id"":324210023,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":182954,""lat"":""39.7589478"",""lon"":""-84.1916069"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6293390120299085,""addresstype"":""city"",""name"":""Dayton"",""display_name"":""Dayton, Montgomery County, Ohio, United States"",""boundingbox"":[""39.7018500"",""39.9208230"",""-84.3113770"",""-84.0929380""]}]",Montgomery County,1921 Oakridge,0,4,0,0,0,39113
421650,2015-09-28T00:00:00Z,Ohio,Cincinnati,"[{""place_id"":372736686,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":183453,""lat"":""39.1014537"",""lon"":""-84.5124602"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6838944782924962,""addresstype"":""city"",""name"":""Cincinnati"",""display_name"":""Cincinnati, Hamilton County, Ohio, United States"",""boundingbox"":[""39.0520565"",""39.2210368"",""-84.7123900"",""-84.3695773""]}]",Hamilton County,1800 block of Hewitt Ave,0,5,0,0,1,39061
421014,2015-09-27T00:00:00Z,Georgia,Greenville,"[{""place_id"":153521,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119703,""lat"":""33.0287373"",""lon"":""-84.7129848"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4110571698881419,""addresstype"":""village"",""name"":""Greenville"",""display_name"":""Greenville, Meriwether County, Georgia, United States"",""boundingbox"":[""33.0165782"",""33.0548740"",""-84.7299780"",""-84.6984695""]}]",Meriwether County,1140 Hill Haven Road,0,10,0,0,2,13199
421358,2015-09-27T00:00:00Z,Illinois,Chicago,"[{""place_id"":401149033,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",Cook County,5200 block of South Justine,0,4,0,0,0,17031
420855,2015-09-27T00:00:00Z,Missouri,Kansas City,"[{""place_id"":321489546,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":141008,""lat"":""39.100105"",""lon"":""-94.5781416"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6776040593693308,""addresstype"":""city"",""name"":""Kansas City"",""display_name"":""Kansas City, Jackson County, Missouri, United States"",""boundingbox"":[""38.8271760"",""39.3566620"",""-94.7659170"",""-94.3855220""]}]",Jackson County,1700 E. 18th St.,0,4,0,0,0,29095
426559,2015-09-25T00:00:00Z,Illinois,Danville,"[{""place_id"":25766111,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":126230,""lat"":""40.125222"",""lon"":""-87.6304614"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5414557164863039,""addresstype"":""town"",""name"":""Danville"",""display_name"":""Danville, Vermilion County, Illinois, United States"",""boundingbox"":[""40.1034964"",""40.2044976"",""-87.6652246"",""-87.5316960""]}]",Vermilion County,1300 block of May Street,0,4,0,0,0,17183
419718,2015-09-24T00:00:00Z,Illinois,Chicago,"[{""place_id"":401149033,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",Cook County,5100 block of South Morgan Street,0,5,0,0,0,17031
418964,2015-09-23T00:00:00Z,Florida,Fort Myers,"[{""place_id"":294983991,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":118879,""lat"":""26.640628"",""lon"":""-81.8723084"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5105160446141789,""addresstype"":""city"",""name"":""Fort Myers"",""display_name"":""Fort Myers, Lee County, Florida, United States"",""boundingbox"":[""26.5476424"",""26.6891760"",""-81.9126085"",""-81.7511414""]}]",Lee County,Dale St and Veronica S. Shoemaker Blvd,0,4,0,0,0,12071
419250,2015-09-23T00:00:00Z,Louisiana,Shreveport,"[{""place_id"":322514015,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":132139,""lat"":""32.5135356"",""lon"":""-93.7477839"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.590542566507485,""addresstype"":""city"",""name"":""Shreveport"",""display_name"":""Shreveport, Caddo Parish, Louisiana, United States"",""boundingbox"":[""32.3326915"",""32.5898665"",""-93.9478451"",""-93.6797150""]}]",Caddo Parish,2900 block of Peach Street,0,5,0,0,0,22017
